datetime,grid1-loss,season_y,season_x,week_x,month_x,dew_point,dew_point_max,dew_point_min,dew_point_mean,grid1-temp_min,grid1-temp_max,temperature,temperature_min,grid1-temp,temperature_max,grid1-temp_mean,temperature_mean,grid1-load,demand,ewma
2018-02-13 18:00:00+00:00,41.041,0.0,1.0,0.7485107481711011,0.8660254037844387,-6.64,-2.9,-6.64,-4.757916666666667,-2.3999999999999773,1.400000000000034,-3.77,-3.77,-1.599999999999966,-0.31,-1.1249999999999738,-2.195,558.917,431.8114640853,40.020999939620495
2018-02-14 18:00:00+00:00,37.839,0.0,1.0,0.7485107481711011,0.8660254037844387,-4.84,-2.89,-9.81,-6.760000000000001,-2.599999999999966,4.100000000000023,2.06,-6.39,1.8000000000000114,2.8,0.1166666666666861,-2.5,543.445,426.0465063601,41.04099998480081
2018-02-15 18:00:00+00:00,40.568,0.0,1.0,0.7485107481711011,0.8660254037844387,-5.23,-4.78,-5.98,-5.3933333333333335,1.2000000000000457,3.0,1.41,1.38,1.2000000000000457,2.48,2.045833333333356,2.052916666666667,547.852,429.5120240453,37.83900004771352
2018-02-16 18:00:00+00:00,36.363,0.0,1.0,0.7485107481711011,0.8660254037844387,-3.01,-3.01,-5.4,-4.821666666666666,-0.7999999999999545,2.700000000000045,-1.55,-1.55,-0.3999999999999772,1.68,0.7000000000000196,0.6487499999999999,501.435,429.150647189,40.56799995933473
2018-02-17 18:00:00+00:00,35.021,0.0,1.0,0.7485107481711011,0.8660254037844387,-4.92,-2.47,-6.18,-4.17,-2.0,2.5,-1.94,-2.82,-0.5,1.47,0.1500000000000176,-1.3125,505.895,422.6557371668,36.36300006265938
2018-02-18 18:00:00+00:00,38.043,0.0,1.0,0.7485107481711011,0.8660254037844387,-8.45,-5.57,-8.98,-7.697083333333334,-5.199999999999989,-0.1999999999999886,-5.4,-5.91,-3.6999999999999886,-2.53,-2.995833333333318,-4.299166666666667,511.174,436.5743079911,35.02100001999736
2018-02-19 18:00:00+00:00,42.691,0.0,1.0,0.6631226582407953,0.8660254037844387,-7.46,-6.02,-10.45,-8.799583333333333,-8.699999999999989,-0.0999999999999659,-4.34,-7.44,-2.8999999999999773,-2.01,-4.999999999999979,-5.452916666666667,540.802,461.2217723612,38.04299995496869
2018-02-20 18:00:00+00:00,42.148,0.0,1.0,0.6631226582407953,0.8660254037844387,-5.1,-5.1,-10.67,-8.613333333333333,-7.299999999999954,-1.3999999999999773,-3.49,-8.25,-1.7999999999999543,-3.49,-4.39166666666664,-5.826666666666667,548.013,450.8958728827,42.6909999307394
2018-02-21 18:00:00+00:00,39.146,0.0,1.0,0.6631226582407953,0.8660254037844387,-0.15,0.98,-5.73,-3.0762500000000004,-4.0,2.800000000000012,2.22,-3.86,2.1000000000000227,3.26,-0.7124999999999772,-1.40625,525.057,432.6622602358,42.14800000809134
2018-02-22 18:00:00+00:00,34.813,0.0,1.0,0.6631226582407953,0.8660254037844387,-2.56,1.67,-2.56,-0.3670833333333334,-0.5,2.900000000000034,-0.72,-0.72,0.7000000000000455,3.37,1.2833333333333623,1.892083333333333,544.68,430.3290434747,39.146000044733285
2018-02-23 18:00:00+00:00,34.092,0.0,1.0,0.6631226582407953,0.8660254037844387,-2.9,-2.25,-5.38,-4.070833333333334,-2.7999999999999545,1.900000000000034,-0.38,-2.36,0.7000000000000455,1.7,-0.5083333333333043,-0.8812500000000001,514.132,430.7124364212,34.81300006456674
2018-02-24 18:00:00+00:00,36.643,0.0,1.0,0.6631226582407953,0.8660254037844387,-5.85,-3.36,-8.43,-6.62375,-6.099999999999966,0.4000000000000341,-3.23,-5.58,-1.099999999999966,-1.05,-2.304166666666644,-3.4762500000000003,503.991,427.9801457103,34.09200001074373
2018-02-25 18:00:00+00:00,42.543,0.0,1.0,0.6631226582407953,0.8660254037844387,-8.98,-4.75,-8.98,-6.673749999999999,-3.7999999999999545,-0.7999999999999545,-5.79,-5.79,-3.7999999999999545,-3.17,-2.0583333333333083,-4.423333333333333,526.55,437.7084031912,36.64299996198714
2018-02-26 18:00:00+00:00,50.176,0.0,1.0,0.5680647467311559,0.8660254037844387,-11.28,-9.55,-16.45,-13.55125,-9.899999999999975,-4.7999999999999545,-7.19,-12.41,-7.799999999999954,-5.71,-7.4208333333333085,-9.127083333333331,559.473,485.9555003911,42.54299991208315
2018-02-27 18:00:00+00:00,53.432,0.0,1.0,0.5680647467311559,0.8660254037844387,-14.75,-11.39,-14.75,-12.842083333333331,-13.299999999999956,-5.899999999999977,-9.05,-10.2,-10.799999999999956,-5.82,-9.995833333333309,-8.175416666666667,555.728,484.9044643747,50.17599988625943
2018-02-28 18:00:00+00:00,56.767,0.0,1.0,0.5680647467311559,0.8660254037844387,-16.95,-15.52,-19.25,-17.615416666666665,-17.19999999999999,-8.799999999999955,-11.38,-15.67,-11.099999999999966,-8.79,-13.06249999999998,-12.5,534.547,497.3977710742,53.43199995148182
2018-03-01 18:00:00+00:00,51.241,0.0,1.0,0.5680647467311559,0.5000000000000001,-13.35,-12.3,-19.39,-16.885833333333334,-16.399999999999977,-5.5,-8.59,-15.14,-8.5,-5.88,-11.758333333333317,-11.567083333333334,502.401,495.4907735155,56.76699995030463
2018-03-02 18:00:00+00:00,46.84,0.0,1.0,0.5680647467311559,0.5000000000000001,-10.81,-9.81,-15.64,-13.5475,-11.5,-2.0,-6.39,-10.75,-5.599999999999966,-2.99,-7.695833333333314,-8.028333333333334,496.852,471.7876732823,51.24100008234382
2018-03-03 18:00:00+00:00,42.483,0.0,1.0,0.5680647467311559,0.5000000000000001,-7.19,-6.83,-12.81,-10.50875,-7.199999999999989,-1.0,-4.98,-8.39,-3.099999999999966,-2.77,-4.658333333333306,-6.140833333333333,516.218,449.0351422272,46.84000006558002
2018-03-04 18:00:00+00:00,42.489,0.0,1.0,0.5680647467311559,0.5000000000000001,-6.81,-6.51,-8.76,-7.159999999999999,-5.899999999999977,-2.5,-4.29,-6.95,-5.899999999999977,-3.04,-4.09999999999997,-4.9,558.456,462.5482016382,42.48300006492436
2018-03-05 18:00:00+00:00,46.688,0.0,1.0,0.4647231720437686,0.5000000000000001,-9.09,-7.3,-11.96,-9.724583333333332,-8.5,-2.099999999999966,-3.63,-9.09,-3.6999999999999886,-1.03,-5.512499999999977,-5.425833333333333,608.756,491.634251435,42.48899999991059
2018-03-06 18:00:00+00:00,45.577,0.0,1.0,0.4647231720437686,0.5000000000000001,-8.16,-7.63,-12.79,-10.515416666666669,-9.599999999999966,-1.0,-4.72,-9.29,-4.199999999999989,-1.95,-5.441666666666644,-5.76875,628.99,482.0233556802,46.68799993743003
2018-03-07 18:00:00+00:00,44.879,0.0,1.0,0.4647231720437686,0.5000000000000001,-4.45,-3.76,-11.12,-7.963333333333334,-8.799999999999955,-0.7999999999999545,-2.03,-8.65,-2.2999999999999545,-0.2,-5.4041666666666375,-4.964583333333334,649.067,473.8605584346,45.57700001655519
2018-03-08 18:00:00+00:00,38.864,0.0,1.0,0.4647231720437686,0.5000000000000001,-5.55,-3.14,-7.33,-5.445,-5.2999999999999545,3.0,-0.55,-5.06,0.9000000000000341,2.2,-1.7249999999999754,-2.0341666666666662,615.451,452.970866513,44.87900001040101
2018-03-09 18:00:00+00:00,39.705,0.0,1.0,0.4647231720437686,0.5000000000000001,-6.5,-6.01,-8.06,-6.875416666666666,-3.5,0.3000000000000113,-2.39,-4.07,-0.5,-0.43,-1.1666666666666454,-2.1420833333333333,587.304,441.3280325061,38.86400008963048
2018-03-10 18:00:00+00:00,35.973,0.0,1.0,0.4647231720437686,0.5000000000000001,-0.8,0.03,-6.34,-3.705,-1.7999999999999543,2.0,0.85,-4.33,-0.5,2.02,-0.1333333333333115,-1.5720833333333328,558.041,414.776935225,39.70499998746812
2018-03-11 18:00:00+00:00,33.727,0.0,1.0,0.4647231720437686,0.5000000000000001,-4.07,-1.07,-6.55,-4.515833333333333,-5.2999999999999545,0.8000000000000114,-1.25,-4.82,-1.5,0.65,-1.874999999999976,-2.052083333333333,558.083,431.2412169873,35.97300005561114
2018-03-12 18:00:00+00:00,38.582,0.0,1.0,0.3546048870425355,0.5000000000000001,-2.11,-1.82,-5.53,-3.599166666666666,-2.6999999999999886,0.3000000000000113,-0.85,-2.91,-1.599999999999966,-0.01,-1.0999999999999754,-1.4620833333333332,586.305,458.1979761231,33.72700003346801
2018-03-13 18:00:00+00:00,34.929,0.0,1.0,0.3546048870425355,0.5000000000000001,-3.45,-1.84,-7.05,-4.205,-3.5,1.8000000000000114,-1.25,-5.27,0.6000000000000227,1.4,-1.070833333333309,-1.9666666666666663,578.97,449.4543761437,38.58199992765486
